,TxHash,BlockHeight,TimeStamp,From,To,Value,ContractAddress,Input,isError
21,0xb34a9d74d848c37484da150e0b45ad7ad8cabd2bbcef39c3970f644305301d1e,4506161,1510040488,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,0.1,NULL,0x,0
22,0xeae9d4cf27231799c4c973db18d3bda1c51c2b84b0765a4dfc7a023def209d2b,4506187,1510040738,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,99.9,NULL,0x,0
23,0x84b5d5281617f4b97ad7d54f590c8f1ad21d20552a5e42cc9d4ce99c3900435f,4518143,1510205918,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,100.0,NULL,0x,0
24,0x502bf5731069bbb40be809a0bfbbe59ee497e80e5e173b2c0e34231d09e9eb1c,4525263,1510305370,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,100.0,NULL,0x,0
25,0x4115ea44af78af43de172e18db3927098fd6752f658e1818016b8e969dc1a610,4613235,1511528448,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,125.0,NULL,0x,0
26,0xd6bfc6ed1346f618bb67cca2726cec480d8b8e718eb56d32e5d04e941d15fef8,4643145,1511948649,0xb76b0fec34a4ac7e1fc4ce9e3ebfc382079affa0,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.05,NULL,0x,0
27,0x98bb26d12116f5241455bb0fe24bbd75d842a5364c2fd21b1f1a0ebed607e58c,4643149,1511948737,0xb76b0fec34a4ac7e1fc4ce9e3ebfc382079affa0,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,1.809868477801313,NULL,0x,0
28,0xa3ca64330751090abdb09c7d78d6dd0f9d611b1710e6f35b4b8696b92d34a25a,4669234,1512318170,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.26074677281371667,NULL,0x,0
29,0xfcdafb61d7f1d6665ee44382773f1275ad1108ebeead262f1e472023c07e8bfb,4696472,1512732816,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x9e4d68cce586ddbb52bca29a1d7c01a5d021869c,0.1,NULL,0x,0
30,0xb8a2549af85dd8c0216df033f65d6bc614ace60ba61c921c71f3d77abb89ca6b,4696558,1512734132,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x9e4d68cce586ddbb52bca29a1d7c01a5d021869c,23.0,NULL,0x,0
34,0x99f78dc8762ba318cbb2e63ff308b9b775c4a2fd3f83fd89d6d5939461b9e862,4713114,1512981315,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,16.42371,NULL,0x,0
35,0x3a450cd4a7eedca428338268861d2a9796315971e3d2242ca106f32a9795341c,4713627,1512988974,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.20012999316700444,NULL,0x,0
36,0x044028178652dac8dd76cf814e7e8a10579fb64bfddb782b7e91c1d5b534437e,4730692,1513247549,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,100.0,NULL,0x,0
37,0xbc8e8b3c41d77e0b72e91bb4bbdda6f0090bcf566fc2bcdf35da89f2fa2bf34f,4753963,1513594274,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.17200526585788653,NULL,0x,0
38,0xa2b68c849fac7e95ca7afcd9a3a8d54da10f1576dd04a9cb331e79919a1b3b0b,4794067,1514199137,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.16276071610791604,NULL,0x,0
39,0xe9ef4d0d37d044591bc4aefa95b3ad3c9d69360cec85c191b2da9f4c44450097,4835458,1514804165,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.15168303961109494,NULL,0x,0
40,0x6a63a41545997523ea64432d8586a78dd086b4b7327d10f71bd834dc2e6ba240,4851559,1515050413,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,0.1,NULL,0x,0
41,0xee770c0dfd7d20b02eed4cfb2f80031cea887ad341afcd2037f164e68e0601e8,4851635,1515051609,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,129.9,NULL,0x,0
42,0xd3e80195c31f97ea7a27ab7a8d4a4f4742261459ddf9d9510e6b0d2acd2c2508,4874145,1515409360,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.15409946148766998,NULL,0x,0
43,0xb70236d73e5082c703cee65744f4e709015a42832ad9036e3528c406897f08a2,4884074,1515568913,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,0.05,NULL,0x,0
44,0x42fe77ce8ea83bfddd488588189479c9b2a871204534aa311dd4cd325c9b3921,4884462,1515575524,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,101.0,NULL,0x,0
45,0xd19a38953128d42be8e0531a2b378627f2e3dda01b52fd57bb5954279de555ea,4885204,1515586881,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,65.0,NULL,0x,0
46,0x4f5ad49bd5cd6a77df19b6fffbf729d931e284c8aa68553297192eb71f3f6845,4912206,1516014173,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.14136392452471305,NULL,0x,0
47,0x733b233336fb134da6834cefb031ea711cafc67dfe4e3a9493651313ae0e54aa,4951941,1516619696,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.1264287376957334,NULL,0x,0
48,0xe0a3ddce91444a0386dd7ece14adc2300c94f6c897b5e934194a225c8cf5b502,4993577,1517224692,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.1143929637815692,NULL,0x,0
49,0x27d5d9c8314d8c07727f28dd96a0032d0a09b4dbc9307cf8c6da13b7751ce678,5018458,1517592746,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8a3f742711f4446b6b73132ab81918a08e14f7c7,0.01,NULL,0x,0
50,0xf1c98d89fe148111879b3f8323c538d3ab3958e9fbe7a437670d5708d7893d5f,5034912,1517829794,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.10135994097865454,NULL,0x,0
51,0x568acfde54af7bccf24487bed6e0ea4038d0aa528854cfce7f13f0d46b1b76e1,5076657,1518434743,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.09899380271295219,NULL,0x,0
52,0xe0977053bed31fd4cd3a52572fea0506b72b7279f673166d8b0351a3e513a792,5088890,1518613390,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,0.05,NULL,0x,0
53,0x1dac1ad65ee0cb66431b1dafe7a9722d1fe42b36678cdb86e4a047aae71ab2fb,5088921,1518613994,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x8c21921df42efd06dbd6b9d5f5938db52146f091,50.0,NULL,0x,0
54,0xa49243a365112c2e6fef5fb2b7dd91fe1d7acad22f56d0d651d94c82d91a6745,5099556,1518768366,0x8a3f742711f4446b6b73132ab81918a08e14f7c7,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.05,NULL,0x,0
55,0xd580bea97dc4d6f46b1234cd3549fa880b887b1e170c83d09a8dc85befe10ad8,5099580,1518768802,0x8a3f742711f4446b6b73132ab81918a08e14f7c7,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,500.0,NULL,0x,0
56,0x44a1c06ce432e34590d05873d74fe33127932b8d7e63ed3065c11213a957e403,5099698,1518770607,0x8a3f742711f4446b6b73132ab81918a08e14f7c7,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,500.1,NULL,0x,0
57,0x513bdd35ceea8cb45e15bd1502cdf41597be0c035c4f3050c549b8f4b11d1322,5100511,1518782172,0x66aa07fd9e1766aee1aa140759d809ff537dbb40,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.3,NULL,0x,0
58,0x234dd167897c85466e75605de8b5c4976bee9fbdabd207f2ac5205e885355428,5118345,1519039738,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.09616629744320895,NULL,0x,0
59,0x38f975719d5c63a7f457e1c22068c5bbcaf05bf7810616e8d662c71cb3517e36,5129622,1519207974,0xb76b0fec34a4ac7e1fc4ce9e3ebfc382079affa0,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.024896262836960815,NULL,0x,0
60,0x2cf4816483c7ad2ab25e05d478f766f8635e6314c404aaf0a7c8e0002cbad9a5,5129959,1519212903,0x8a3f742711f4446b6b73132ab81918a08e14f7c7,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.034896217,NULL,0x,0
62,0x7f694bb691f794b719943f62092be2b1ea4567cced239efa80c1e61b6797d9ba,5131601,1519236557,0x0e7ce6e3af0643ddc5b47a0fa212767aef92962e,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.000179,NULL,0x,0
64,0x3ac19d069272e0176272fb33a311e962501d439c29025439cb9aa259464f7ff0,5159348,1519644855,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.09460551805419662,NULL,0x,0
65,0x8a0c45f0270416a2a7d87354ed4986125900aaa1af70f19ec49677f2a4994dec,5159401,1519645457,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x883c0614028afc74dbdaec02fc4c2b7e4ab2123b,0.44,NULL,0x,0
66,0x15618779451554d434fd959f77d3006365b7dfab95401a1411301cb93745598d,5200610,1520250033,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.09067450398334763,NULL,0x,0
67,0x49f0baa58e500071c77abf60da8759510525a120d91e143cac75f542517be7a6,5241863,1520855192,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.0822856109063441,NULL,0x,0
68,0x0b4ecfbc936804b74f604541d4429712fcae0fa2f5e5f77022d3d022bede0c54,5283109,1521460186,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.08713141572109151,NULL,0x,0
69,0x7b7df196ddd380e61db3290738553f5e5130003fcf3ede43854f8d84eca9ccd1,5324814,1522061720,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.0821859790105755,NULL,0x,0
70,0xb80a236e0312beda354e38787ed16268af86590af479523ce1141d0d279033c8,5366659,1522667080,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.08745189359141331,NULL,0x,0
71,0x955c9aa23f4bba5168c52318402a0782059204d6065c456b3bb453a6c031658d,5408861,1523271962,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.08749677793100102,NULL,0x,0
72,0x8c5dff13f377ec79a2908465dff59cac704edf113feaacf33a429d2e9b2a4e74,5450571,1523877054,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.08917963554857328,NULL,0x,0
73,0x2a3ec123f096f5e4081a44dfe03b7ff037dcb957e2b29317ab5a4e585eb992a1,5491397,1524481936,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07253779569215538,NULL,0x,0
74,0x067a32b57b04e54bc05a7aed155e0e2ac30eadc110d6c7a8a58abf61e4630207,5531818,1525087062,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06725248705149571,NULL,0x,0
75,0x83a2f3c2e23ecae65a36a847a700bd98728b467516a20763868d8554ec5e1cea,5571741,1525692482,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07034971111581602,NULL,0x,0
76,0x0ef0fa5875df23bddf21c067d1bbf3bf7a0df596a058c161977310a39569dbda,5611938,1526297414,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06750114364793934,NULL,0x,0
77,0x69bc628a72c4c1ea4cd3b1c45a4948c4c29ac1e70c370dcd75d3b9f32cb24a40,5651618,1526902504,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07047531195641296,NULL,0x,0
78,0xb37df8871d07e8266bbb106dea9f96e7e6d745bf33424455f45fb70d1dbf71ea,5658112,1527001925,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x883c0614028afc74dbdaec02fc4c2b7e4ab2123b,1.96,NULL,0x,0
79,0x61feb7d2046d00acc71e34c8a7d3d4657d55291f18a8ee9ea2b3178cc52f9c9f,5691143,1527507537,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07014274429389633,NULL,0x,0
80,0x0cd1958141124a2e6955ba0bac15e571b3776a191e8d619af2f74f3b1c3f5ef9,5729857,1528101860,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x9e4d68cce586ddbb52bca29a1d7c01a5d021869c,0.1,NULL,0x,0
81,0x28c66d51d74014b6f1c3ab7dfe114fc637f64ff787311df9fa8d7f8241c1b26f,5729902,1528102658,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0x9e4d68cce586ddbb52bca29a1d7c01a5d021869c,16.9,NULL,0x,0
82,0x271d32ee2c939b06482494280858191bdec2ea8de887645501178b169a14c1a2,5730548,1528112427,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06881907314490367,NULL,0x,0
83,0x994cc33499957f4c93ed26533a496267cccf9e42d243dccfc7b3f534ca4f4edd,5770036,1528717733,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.0714359845663818,NULL,0x,0
84,0x66569841b32f7dc06f0f68dfe61e86364ff1ae910a01babadfd8505dc48d798a,5810697,1529322771,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06965937348659977,NULL,0x,0
85,0x5d62f1c2351d152b10397d53ad2158e8b358e3a65042105988e7f6d9ac7c61e3,5851622,1529927837,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06646819425319225,NULL,0x,0
86,0x418ef33c94d97e59c147b92eff4ae1495a66158d42a78cb155f001d97eaf4b1c,5892295,1530532764,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06855534924362665,NULL,0x,0
87,0x9b5d3b43a8e5196e886c4aad178e5854d8313f6cf76298838ae9aeb5d20e3e85,5933032,1531137959,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06693866921355422,NULL,0x,0
88,0xa94a2fabf9c2e970ce04bae55eb22391fed45ae382378898f6fd1ec6d6355727,5974629,1531743152,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07055039739304263,NULL,0x,0
89,0xf7053e67baf2605151242bc8b0c2c47c2054bba37a611bc3ecad9b31136a7dcb,6015759,1532348408,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06238435560281413,NULL,0x,0
90,0xb0965b70777dd19d31713e8fbb3fed1a19719031a6e4486d81dd5addf9fe8cb6,6057164,1532953152,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06941351433302356,NULL,0x,0
91,0x8252f0479d4dfb5bcc0d812102409a64001af759b38620799bf2f9888ec51573,6098634,1533558569,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06954845592559884,NULL,0x,0
92,0x3ea43f6d447f4294a7f4084cc8d24ca9c6976bd0f41224e67d70c7b9ba187a0a,6139989,1534163489,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07079532627496155,NULL,0x,0
93,0xdf3fef704d2834d08c694ad82658134fa36f1ef33a1560366d098b867efb2ab0,6181378,1534768494,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.060963779006978136,NULL,0x,0
94,0x90868ddecf2c61074b736f755621b9f51fd5b2048d3dcd156615280118343e1c,6222936,1535373802,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07053975901987918,NULL,0x,0
95,0xf71f3256dfdfca886fefb9f6e8e769df76abe231e70f2c5b6916fe5f647e250c,6264413,1535978762,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07041934206033079,NULL,0x,0
96,0xdb9fe43bd990f5dd6ad3af4d5002da3762617057e6423f9f8e5daa554addd961,6306176,1536584765,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07194542199261773,NULL,0x,0
97,0xb943c9bee4bfa7fcee2a37de6bfb23aab9e9cd09403ef630065d3ba2ff20f8ef,6348379,1537188598,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07633449499663893,NULL,0x,0
98,0x4c1f78019c6f46bc6151f27ca6524f6acd936dca725418fc6f6b858f2cc609dc,6390932,1537794459,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07627942539133013,NULL,0x,0
99,0xceac0bba1d572a78d0464f0688571eec9206cc68fd793b641d8c4ef748f34bc5,6433525,1538398623,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07465888178029467,NULL,0x,0
100,0x77f31083d0cf284b1fae89dba903e386e584f0d9d3290d430a740fe2c209f72c,6476714,1539004022,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07228897992962302,NULL,0x,0
101,0x4ee20e6e5c56f19d08e22ba2739a809a636ec717bf9f38d5d6d562c4a55938da,6519785,1539608685,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.0712237170683152,NULL,0x,0
102,0xa1ac4f96d1a6fc5ed8fb0d05699a784f606a17ea6ae9dabec857f4ae0549845a,6562681,1540213981,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06168257800892504,NULL,0x,0
103,0x095caa11b60a7f7eef981ef7b4ec0f7d3c8489c6f013302d3a5dde6758593d0a,6605499,1540819005,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06432883033339165,NULL,0x,0
104,0x111b2da12ea223c66bd0581b1557727f18f4b25599c38794de42d90ff329be04,6648209,1541423948,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.06465511477697318,NULL,0x,0
105,0xbd54269996958718eae80fc647af6cffb5dfea0e55eaa71435cb8bde7cfb5ad9,6690905,1542029100,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.0662547454442227,NULL,0x,0
106,0xfb1b1fb743cab8f4311142e3925c4963a250edca82e9a167c407582951f7efcd,6733725,1542633766,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.07821536216828069,NULL,0x,0
107,0x406354da1c54b3908ac70dd119ec86e8d6a5c20abbf6bda875eecdd20f2f0272,6776395,1543239039,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.048736147191477085,NULL,0x,0
108,0x56deef0f8eae2556c6743f14a036ccd9e85f7736293748425949c247f40526bb,6818734,1543843821,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.01814276602943878,NULL,0x,0
109,0xb26c092c71024399146db5922ab81b42a0cff6f35d577cfff4b5da9cb973c78a,6861124,1544449161,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.017820461240293142,NULL,0x,0
110,0xe292a16512e67d48ce658bb33a51b0d77eaf2aa837ebd734f9846cdd9d8b48ef,6903449,1545054042,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.02543802084876686,NULL,0x,0
111,0xa3b5733793a129f53afe9d7999d1ced9a3949473a07876f6ac2d968b36ee5d65,7049557,1547233996,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.01000020535839348,NULL,0x,0
112,0x55a914363cc9006e32ad0d659caa466d555fcb36a1b5c0b63ceea73f2f229f1c,7088674,1547838900,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.01633795338121132,NULL,0x,0
113,0x309d62702e560bab38fc0e86122ddff4160afdd61db08019051f8ad1ef91ee1e,7125418,1548443964,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.03678742118978898,NULL,0x,0
114,0x6d8887207d3cb56d1d253d315614025c70b2e062c5151eafad6d6bd5d707ee4b,7160051,1549048826,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.022045404713978117,NULL,0x,0
115,0x8e2c603f2cf19d1a91fd5e2fa6228b4b5614139f2701fe65dc12a43d88d7033e,7194373,1549653666,0xea674fdde714fd979de3edf0f56aa9716b898ec8,0xe637a2acbc531531700fcb7d2ed7e6d96ed8bbe8,0.041033961533301855,NULL,0x,0
